,Package Name,Access,Summary,Updated
4373,python-jose,public,JOSE implementation in Python,2025-05-29
4374,pypots,public,a Python toolbox for machine learning on Partially-Observed Time Series,2025-05-29
4375,javaproperties,public,Read & write Java .properties files,2025-05-29
4376,azure-synapse-accesscontrol,public,Microsoft Azure Synapse AccessControl Client Library for Python,2025-05-29
4377,azure-monitor-query,public,Microsoft Azure Monitor Query Client Library for Python,2025-05-29
4378,azure-mgmt-trafficmanager,public,Microsoft Azure Traffic Manager Client Library for Python,2025-05-29
4379,azure-mgmt-synapse,public,Microsoft Azure Synapse Management Client Library for Python,2025-05-29
4380,azure-mgmt-sqlvirtualmachine,public,Microsoft Azure SQL Virtual Machine Management Client Library for Python,2025-05-29
4381,r-gsl,public,An R wrapper for some of the functionality of the Gnu Scientific Library.,2025-05-29
4382,ticker,public,Terminal stock ticker with live updates and position tracking,2025-05-29
4383,optype,public,Building blocks for precise & flexible type hints,2025-05-29
4384,labelfusion,public,Label fusion strategies for multi-class labels.,2025-05-29
4385,fsleyes,public,The FSL image viewer,2025-05-29
4386,mammoth,public,Convert Word documents from docx to simple and clean HTML and Markdown,2025-05-29
4387,azure-mgmt-servicefabricmanagedclusters,public,Microsoft Azure Service Fabric Managed Clusters Management Client Library for Python,2025-05-29
4388,azure-mgmt-servicebus,public,Microsoft Azure Service Bus Management Client Library for Python,2025-05-29
4389,azure-mgmt-security,public,Microsoft Azure Security Center Management Client Library for Python,2025-05-29
4390,azure-mgmt-redhatopenshift,public,Microsoft Azure Red Hat Openshift Management Client Library for Python,2025-05-29
4391,particle,public,Extended PDG particle data and MC identification codes,2025-05-29
4392,azure-mgmt-recoveryservicesbackup,public,Microsoft Azure Recovery Services Backup Management Client Library for Python,2025-05-29
4393,azure-mgmt-rdbms,public,This is the Microsoft Azure RDBMS Management Client Library.,2025-05-29
4394,fortls,public,fortls - Fortran Language Server,2025-05-29
4395,azure-mgmt-privatedns,public,Microsoft Azure DNS Private Zones Client Library for Python,2025-05-29
4396,nutpie,public,Sample Stan or PyMC models,2025-05-29
4397,kstar,public,KSTAR: Kinase-Substrate Transfer to Activity Relationships,2025-05-29
4398,azure-mgmt-postgresqlflexibleservers,public,Microsoft Azure Postgresqlflexibleservers Management Client Library for Python,2025-05-29
4399,libprotobuf-static,public,"Protocol Buffers - Google's data interchange format. C++ Libraries and protoc, the protobuf compiler.",2025-05-29
4400,libprotobuf,public,"Protocol Buffers - Google's data interchange format. C++ Libraries and protoc, the protobuf compiler.",2025-05-29
4401,libprotobuf-python-headers,public,"Protocol Buffers - Google's data interchange format. C++ Libraries and protoc, the protobuf compiler.",2025-05-29
4402,azure-mgmt-netapp,public,Microsoft Azure NetApp Files Management Client Library for Python,2025-05-29
4403,azure-mgmt-monitor,public,Microsoft Azure Monitor Client Library for Python.,2025-05-29
4404,osprofiler,public,OpenStack Profiler Library,2025-05-29
4405,python-openstackclient,public,Client for OpenStack services,2025-05-29
4406,dcm2niix,public,dcm2niix is a designed to convert neuroimaging data from the DICOM format to the NIfTI format.,2025-05-29
4407,azure-mgmt-iothub,public,Microsoft Azure IoT Hub Management Client Library for Python,2025-05-29
4408,protobuf-bazel-rules,public,Bazel rules for protobuf,2025-05-29
4409,azure-mgmt-maps,public,Microsoft Azure Maps Client Library for Python,2025-05-29
4410,azure-mgmt-hdinsight,public,Microsoft Azure HDInsight Management Client Library for Python,2025-05-29
4411,azure-mgmt-imagebuilder,public,Microsoft Azure Image Builder Client Library for Python,2025-05-29
4412,azure-mgmt-extendedlocation,public,Microsoft Azure Extended Location Management Client Library for Python,2025-05-29
4413,azure-mgmt-eventhub,public,Microsoft Azure Event Hub Management Client Library for Python,2025-05-29
4414,azure-mgmt-eventgrid,public,Microsoft Azure Event Grid Management Client Library for Python,2025-05-29
4415,r-gtextras,public,Provides additional functions for creating beautiful tables with 'gt'. The functions are generally wrappers around boilerplate or adding capabilities that are currently not built into 'gt'.,2025-05-29
4416,azure-mgmt-dns,public,Microsoft Azure DNS Managment Client Library for Python.,2025-05-29
4417,azure-mgmt-databoxedge,public,Microsoft Azure Data Box Edge Management Client Library for Python,2025-05-29
4418,azure-mgmt-cognitiveservices,public,Microsoft Azure Cognitive Services Management Client Library for Python,2025-05-29
4419,azure-mgmt-cdn,public,Microsoft Azure CDN Management Client Library for Python,2025-05-29
4420,azure-mgmt-billing,public,Microsoft Azure Billing Client Library for Python,2025-05-29
4421,azure-mgmt-batch,public,Microsoft Azure Batch Management Client Library for Python,2025-05-29
4422,azure-mgmt-batchai,public,Microsoft Azure Batch AI Management Client Library for Python,2025-05-29
4423,azure-mgmt-applicationinsights,public,Microsoft Azure Application Insights Management Client Library for Python,2025-05-29
4424,azure-mgmt-appcontainers,public,Microsoft Azure Appcontainers Management Client Library for Python,2025-05-29
4425,azure-mgmt-apimanagement,public,Microsoft Azure API Management Client Library for Python,2025-05-29
4426,pywr,public,Pywr is a generalised network resource allocation model written in Python,2025-05-29
4427,libscrypt,public,Library for scrypt,2025-05-29
4428,pygnssutils,public,Python GNSS CLI utility library.,2025-05-29
4429,autogluon.timeseries,public,"AutoML for Image, Text, and Tabular Data",2025-05-29
4430,autogluon.tabular,public,"AutoML for Image, Text, and Tabular Data",2025-05-29
4431,r-fastmatrix,public,Small set of functions to fast computation of some matrices and operations useful in statistics.,2025-05-29
4432,regress,public,Python bindings to Rust's regress ECMA regular expressions library,2025-05-29
4433,r-parsnip,public,"A common interface is provided to allow users to specify a model without having to remember the different argument names across different functions or computational engines (e.g. 'R', 'Spark', 'Stan', etc).",2025-05-29
4434,pyfstat,public,a python package for gravitational wave analysis with the F-statistic,2025-05-29
4435,sagemaker-python-sdk,public,Open source library for training and deploying models on Amazon SageMaker.,2025-05-29
4436,kubernetes-helm,public,Helm is a package manager for kubernetes,2025-05-29
4437,configurable-http-proxy,public,node-http-proxy plus a REST API,2025-05-29
4438,papylio,public,Single-molecule fluorescence data extraction and analysis.,2025-05-29
4439,r-omicnavigator,public,"A tool for interactive exploration of the results from 'omics' experiments to facilitate novel discoveries from high-throughput biology. The software includes R functions for the 'bioinformatician' to deposit study metadata and the outputs from statistical analyses (e.g. differential expression, enrichment). These results are then exported to an interactive JavaScript dashboard that can be interrogated on the user's local machine or deployed online to be explored by collaborators. The dashboard includes 'sortable' tables, interactive plots including network visualization, and fine-grained filtering based on statistical significance.",2025-05-29
4440,onednn-dpcpp,public,oneAPI Deep Neural Network Library (oneDNN),2025-05-29
4441,onednn,public,oneAPI Deep Neural Network Library (oneDNN),2025-05-29
4442,markitdown,public,Utility tool for converting various files to Markdown,2025-05-29
4443,pdfcpu,public,PDF processor written in Go,2025-05-29
4444,grib2io,public,Python interface to the NCEP G2C Library for reading/writing GRIB2 files.,2025-05-29
4445,libadbc-driver-postgresql,public,Database access libraries for Apache Arrow,2025-05-29
4446,libadbc-driver-bigquery,public,Database access libraries for Apache Arrow,2025-05-29
4447,adbc-driver-manager,public,Database access libraries for Apache Arrow,2025-05-29
4448,libadbc-driver-sqlite,public,Database access libraries for Apache Arrow,2025-05-29
4449,libadbc-driver-flightsql,public,Database access libraries for Apache Arrow,2025-05-29
4450,libadbc-driver-snowflake,public,Database access libraries for Apache Arrow,2025-05-29
4451,libadbc-driver-manager,public,Database access libraries for Apache Arrow,2025-05-29
4452,onednn-cpu-threadpool,public,oneAPI Deep Neural Network Library (oneDNN),2025-05-29
4453,adbc-driver-snowflake,public,Database access libraries for Apache Arrow,2025-05-29
4454,adbc-driver-flightsql,public,Database access libraries for Apache Arrow,2025-05-29
4455,adbc-driver-sqlite,public,Database access libraries for Apache Arrow,2025-05-29
4456,adbc-driver-bigquery,public,Database access libraries for Apache Arrow,2025-05-29
4457,adbc-driver-postgresql,public,Database access libraries for Apache Arrow,2025-05-29
4458,onednn-cpu-tbb,public,oneAPI Deep Neural Network Library (oneDNN),2025-05-29
4459,onednn-cpu-omp,public,oneAPI Deep Neural Network Library (oneDNN),2025-05-28
4460,autogluon.features,public,"AutoML for Image, Text, and Tabular Data",2025-05-28
4461,ormsgpack,public,"Fast, correct Python msgpack library supporting dataclasses, datetimes, and numpy",2025-05-28
4462,autogluon.core,public,"AutoML for Image, Text, and Tabular Data",2025-05-28
4463,emptylog,public,Mimicking the logger protocol,2025-05-28
4464,cucumber-tag-expressions,public,Provides tag-expression parser for cucumber/behave,2025-05-28
4465,autogluon.common,public,"AutoML for Image, Text, and Tabular Data",2025-05-28
4466,libdate,public,A date and time library based on the C++11/14/17 <chrono> header,2025-05-28
4467,python-ghostscript,public,"Interface to the Ghostscript C-API, both high- and low-level, based on ctypes",2025-05-28
4468,sprocket,public,A bioinformatics workflow engine built on top of the Workflow Description Language (WDL).,2025-05-28
4469,skl2onnx,public,Convert scikit-learn models to ONNX,2025-05-28
4470,kornia-rs,public,Low level implementations for computer vision in Rust,2025-05-28
4471,lalsuite,public,LSC Algorithm Library Suite,2025-05-28
4472,optimas,public,"Optimization at scale, powered by libEnsemble",2025-05-28
4473,scipp,public,Multi-dimensional data arrays with labeled dimensions,2025-05-28
4474,cdo,public,CLI tools to manipulate and analyse Climate and NWP model Data,2025-05-28
4475,pdbeccdutils,public,Toolkit to parse and process small molecules in wwPDB,2025-05-28
4476,flask-appbuilder,public,"Simple and rapid application development framework, built on top of Flask. includes detailed security, auto CRUD generation for your models, google charts and much more.",2025-05-28
4477,radical.gtod,public,Current time in seconds since epoch,2025-05-28
